table_name,column_name,confidence,description
dim_user,latest_player_level,high,Highest or most recently recorded player progression level.
dim_user,acquisition_source,high,Marketing or acquisition source credited with bringing the player to the game.
dim_user,language,high,Preferred or detected player language used for localization and segmentation.
dim_user,primary_platform,high,Platform most strongly associated with the player's game usage.
dim_user,primary_country,high,Country most strongly associated with the player for geographic reporting.
dim_user,device_type,high,Primary device form factor used by the player.
dim_user,device_brand,high,Brand or manufacturer of the player's primary device.
dim_user,device_model,high,Model identifier of the player's primary device.
dim_user,os_version,high,Operating system version most recently associated with the player.
dim_user,app_version,high,Most recently observed game application version used by the player.
dim_user,install_month,high,Month label derived from installation date for cohort aggregation.
dim_user,user_surrogate_key,high,Warehouse-generated numeric key used for efficient joins and historized player records.
dim_user,global_user_id,high,Cross-game or cross-client identifier used to link the same player across GeoPlay properties.
dim_user,install_country_key,high,Normalized key identifying the country associated with the player's installation.
dim_user,acquisition_network_key,high,Normalized key identifying the advertising or acquisition network credited for the install.
dim_user,current_segment,high,Most recently assigned player segment used for targeting and behavioral analysis.
dim_user,valid_from,high,Timestamp from which this historized player-dimension version is effective.
dim_user,valid_to,high,Timestamp through which this historized player-dimension version remains effective.
dim_user,is_current,high,Indicates whether the record is the currently effective version for the player.
dim_user,version_number,high,Sequential version number for the historized player record.
dim_user,updated_date,medium,Timestamp or date when the player dimension record was last refreshed.
dim_user_profile,org_id,high,Organization or tenant associated with the player profile.
dim_user_profile,game_id,high,Game associated with the player profile.
dim_user_profile,game_client_id,medium,Client or application identifier associated with the profile.
dim_user_profile,user_id,high,Player identifier used to connect the profile to gameplay and transaction records.
dim_user_profile,primary_country,high,Country most representative of the player's overall activity.
dim_user_profile,primary_platform,high,Platform most representative of the player's game usage.
dim_user_profile,last_country,high,Country associated with the player's most recent observed activity.
dim_user_profile,last_platform,high,Platform associated with the player's most recent observed activity.
dim_user_profile,install_month,high,Month of installation used for cohort analysis.
dim_user_profile,install_date,high,Date on which the player installed the game.
dim_user_profile,latest_player_level,high,Most recently recorded player progression level.
dim_user_profile,lifetime_sessions,high,Total number of gameplay sessions recorded for the player over the available lifetime.
dim_user_profile,lifetime_revenue_usd,high,Cumulative player-generated revenue normalized to U.S. dollars.
dim_user_profile,lifetime_ad_impressions,high,Cumulative number of advertising impressions attributed to the player.
dim_user_profile,lifetime_days_active,high,Count of distinct days on which the player was active.
dim_user_profile,lifetime_purchases,high,Cumulative count of completed player purchases.
dim_user_profile,avg_session_sec,high,Average gameplay session duration in seconds over the available player history.
dim_user_profile,avg_sessions_per_active_day,high,Average number of gameplay sessions per day on which the player was active.
dim_user_profile,first_seen,high,Date when the player was first observed in the game.
dim_user_profile,last_seen,high,Most recent date when the player was observed in the game.
dim_user_profile,days_since_install,high,Elapsed days from installation to the profile snapshot or refresh date.
dim_user_profile,days_since_last_active,high,"Elapsed days since the player's most recent active day, supporting recency and churn analysis."
dim_user_profile,ltv_usd,high,Estimated or realized player lifetime value expressed in U.S. dollars.
dim_user_profile,payer_status,high,Classification indicating whether and how recently the player has made purchases.
dim_user_profile,lifetime_spend_bucket,high,Categorical band representing the player's cumulative spend level.
dim_user_profile,lifetime_best_score,high,Highest recorded gameplay score achieved by the player.
dim_user_profile,favorite_mode,medium,Gameplay mode in which the player has demonstrated the greatest engagement or usage.
dim_user_profile,total_runs,high,Cumulative number of gameplay runs or attempts completed by the player.
events_raw,event_id,high,Unique identifier for the individual telemetry event.
events_raw,event_name,high,"Name of the gameplay, monetization, advertising, or system event recorded by the client."
events_raw,event_timestamp,high,Precise timestamp at which the event occurred or was recorded.
events_raw,event_date,high,Calendar date derived from the event timestamp for partitioning and daily analysis.
events_raw,user_id,high,Player identifier associated with the event.
events_raw,game_id,high,Game from which the event originated.
events_raw,game_client_id,medium,Client application or game implementation that generated the event.
events_raw,country,medium,"Country associated with the event based on device, account, or telemetry location."
events_raw,platform,high,Operating system platform from which the event was generated.
events_raw,user_properties,high,Serialized set of player attributes captured or attached at event time.
events_raw,device,high,Serialized device information associated with the event.
events_raw,geo,high,Serialized geographic or location context associated with the event.
events_raw,session,high,"Serialized session context, such as session identifier and session-level attributes."
events_raw,event_source,high,"Originating system, SDK, service, or ingestion channel that produced the event."
events_raw,event_params,high,Serialized event-specific parameters containing contextual values for the recorded action.
events_raw,_dlt_load_id,high,Data-loading pipeline identifier linking the record to a specific ingestion batch.
events_raw,_dlt_id,high,Technical identifier assigned by the dlt ingestion framework for record-level lineage and deduplication.
exp_dim_user,model_name,medium,Name of the data model or export process that produced the user dimension extract.
exp_dim_user,game_id,high,Identifier of the game whose user dimension data was exported.
exp_dim_user,rows_exported,high,Number of user dimension records included in the most recent export run.
exp_dim_user,export_ran,medium,Boolean indicator showing whether the user dimension export process completed or was attempted for the run.
exp_dim_user,last_run_at,high,Timestamp when the user dimension export process most recently ran.
exp_dim_user,watermark_used,high,Timestamp boundary used by the export process to select incremental user dimension records.
exp_dim_user,watermark_ts,high,Latest source timestamp recorded as the incremental extraction watermark for the user dimension.
exp_events_raw,model_name,medium,Name of the data model or export process that produced the raw event extract.
exp_events_raw,game_id,high,Identifier of the game whose raw event data was exported.
exp_events_raw,rows_exported,high,Number of raw event records included in the most recent export run.
exp_events_raw,export_ran,medium,Boolean indicator showing whether the raw event export process completed or was attempted for the run.
exp_events_raw,last_run_at,high,Timestamp when the raw event export process most recently ran.
exp_events_raw,watermark_used,high,Timestamp boundary used to select incremental raw event records for export.
exp_events_raw,watermark_ts,high,Latest source timestamp recorded as the incremental extraction watermark for raw events.
fact_ab_assignment,assignment_id,high,Unique identifier for a player's experiment assignment record.
fact_ab_assignment,user_id,high,Game-specific identifier for the player assigned to an experiment.
fact_ab_assignment,global_user_id,high,Cross-game or enterprise identifier used to link the player across products and platforms.
fact_ab_assignment,experiment_id,high,Identifier of the A/B test or controlled experiment receiving the assignment.
fact_ab_assignment,variant_id,high,Identifier of the experiment variant assigned to the player.
fact_ab_assignment,assignment_version,medium,Version number of the assignment logic or experiment configuration used for allocation.
fact_ab_assignment,assignment_timestamp_utc,high,UTC timestamp when the player was allocated to the experiment variant.
fact_ab_assignment,assignment_date,high,Calendar date on which the experiment assignment occurred.
fact_ab_assignment,assignment_sim_day,medium,Simulation or experiment-relative day associated with the assignment.
fact_ab_assignment,country_key,high,Warehouse surrogate key identifying the player's country at assignment time.
fact_ab_assignment,country_code,high,Country code associated with the player when assigned to the experiment.
fact_ab_assignment,device_key,high,Warehouse key identifying the player's device context at assignment time.
fact_ab_assignment,platform,high,"Operating platform, such as iOS or Android, recorded for the assignment."
fact_ab_assignment,app_version_key,high,Warehouse key identifying the application version active at assignment time.
fact_ab_assignment,release_id,high,Identifier of the game release associated with the assignment.
fact_ab_assignment,acquisition_source,high,Marketing or organic acquisition source attributed to the player at assignment.
fact_ab_assignment,acquisition_network_key,high,Warehouse key identifying the user acquisition network associated with the player.
fact_ab_assignment,user_segment,high,Player segment classification available when the experiment assignment was created.
fact_ab_assignment,days_since_install,high,Number of days elapsed since the player's installation at assignment time.
fact_ab_assignment,is_first_session_assignment,high,Indicates whether the assignment occurred during the player's first gameplay session.
fact_ab_assignment,exposure_event_id,high,Identifier of the event that recorded or triggered the player's experiment exposure.
fact_ab_assignment,exposure_event_name,high,Name of the event representing the player's experiment exposure.
fact_ab_assignment,source_system,high,Source application or platform from which the assignment record originated.
fact_ab_assignment,updated_date,high,Timestamp when the assignment record was last updated in the warehouse.
fact_ab_assignment,is_excluded_from_readout,high,Indicates whether the assignment is excluded from experiment performance reporting.
fact_ab_assignment,exclusion_reason,high,Reason the assignment was excluded from experiment analysis or reporting.
fact_ab_daily,org_id,high,Identifier of the organization or tenant that owns the experiment data.
fact_ab_daily,game_id,high,Identifier of the game associated with the daily experiment metrics.
fact_ab_daily,game_client_id,high,Identifier of the game client or application instance generating the experiment data.
fact_ab_daily,experiment_id,high,Identifier of the experiment summarized by the daily metrics.
fact_ab_daily,variant_id,high,Identifier of the experiment variant represented by the daily metrics.
fact_ab_daily,event_date,high,Calendar date for the daily experiment activity and outcomes.
fact_ab_daily,exposed_users,high,Number of distinct users exposed to the variant on the event date.
fact_ab_daily,cum_exposed_users,high,Cumulative number of users exposed to the variant through the event date.
fact_ab_daily,payers,high,Number of exposed users who generated qualifying payments on the event date.
fact_ab_daily,cum_payers,high,Cumulative number of exposed users who have paid through the event date.
fact_ab_daily,payer_conversion,high,Share of relevant exposed users who converted to payers for the daily period.
fact_ab_daily,revenue_usd,high,"Revenue attributed to the variant on the event date, expressed in US dollars."
fact_ab_daily,arppu,high,"Average revenue per paying user for the variant during the daily period, in US dollars."
fact_ab_daily,coins_granted,high,Total quantity of virtual coins granted to users in the variant on the event date.
fact_ab_exposure,org_id,high,Identifier of the organization or tenant that owns the exposure data.
fact_ab_exposure,game_id,high,Identifier of the game associated with the experiment exposure.
fact_ab_exposure,game_client_id,high,Identifier of the game client or application instance associated with the exposure.
fact_ab_exposure,experiment_id,high,Identifier of the experiment to which the user was exposed.
fact_ab_exposure,user_id,high,Identifier of the player whose experiment exposure and outcomes are summarized.
fact_ab_exposure,variant_id,high,Identifier of the experiment variant assigned to the user.
fact_ab_exposure,first_exposure_date,high,Date on which the user was first exposed to the experiment variant.
fact_ab_exposure,last_exposure_date,high,Most recent date on which the user was exposed to the experiment variant.
fact_ab_exposure,exposure_days,high,Number of distinct days on which the user received or generated experiment exposure.
fact_ab_exposure,converted,high,Indicates whether the exposed user completed the defined conversion action.
fact_ab_exposure,first_conversion_date,high,Date on which the exposed user first completed the defined conversion action.
fact_ab_exposure,purchases,high,Number of qualifying purchases attributed to the exposed user.
fact_ab_exposure,revenue_usd,high,"Total attributed revenue generated by the exposed user, expressed in US dollars."
fact_ab_exposure,coins_granted,high,Total quantity of virtual coins granted to the exposed user.
fact_ab_exposure_daily,event_date,high,Calendar date on which the user's daily experiment activity was recorded.
fact_ab_exposure_daily,experiment_id,high,Identifier of the experiment associated with the user's daily activity.
fact_ab_exposure_daily,variant_id,high,Identifier of the variant assigned to the user.
fact_ab_exposure_daily,user_id,high,Identifier of the player whose daily exposure and outcome metrics are recorded.
fact_ab_exposure_daily,exposure_key,medium,Unique or composite key identifying the user's experiment exposure record.
fact_ab_exposure_daily,assignment_date,high,Date on which the user was assigned to the experiment variant.
fact_ab_exposure_daily,days_since_assignment,high,Number of elapsed days between assignment and the recorded activity date.
fact_ab_exposure_daily,is_control,high,Indicates whether the user's assigned variant is the experiment control group.
fact_ab_exposure_daily,variant_label,high,Human-readable name or label for the assigned experiment variant.
fact_ab_exposure_daily,experiment_status,high,Lifecycle status of the experiment when the daily record was generated.
fact_ab_exposure_daily,is_shipped_variant,high,Indicates whether the assigned variant was included in the released game build or production experience.
fact_ab_exposure_daily,experiment_day_index,high,Sequential day number within the experiment timeline.
fact_ab_exposure_daily,country_code,high,Country associated with the user during the daily experiment observation.
fact_ab_exposure_daily,platform,high,Operating platform used by the player during the daily observation.
fact_ab_exposure_daily,release_label,high,Human-readable release identifier associated with the player's daily experiment experience.
fact_ab_exposure_daily,current_segment,high,Player segment classification effective on the observation date.
fact_ab_exposure_daily,days_since_install,high,Number of days elapsed since the player installed the game.
fact_ab_exposure_daily,app_version,high,Application version used by the player on the observation date.
fact_ab_exposure_daily,sessions_today,high,Number of gameplay sessions recorded for the user on the observation date.
fact_ab_exposure_daily,playtime_seconds_today,high,"Total gameplay duration recorded for the user on the observation date, in seconds."
fact_ab_exposure_daily,gameplays_today,medium,Number of gameplay attempts or rounds completed by the user on the observation date.
fact_ab_exposure_daily,crashes_today,high,Number of application crashes attributed to the user on the observation date.
fact_ab_exposure_daily,is_new_install_today,high,Indicates whether the user installed the game on the observation date.
fact_ab_exposure_daily,is_returning_today,high,Indicates whether the user returned and was active after a prior period without activity.
fact_ab_exposure_daily,completed_ftue_today,high,Indicates whether the user completed the first-time user experience on the observation date.
fact_ab_exposure_daily,iap_revenue_usd_today,high,"In-app purchase revenue generated by the user on the observation date, in US dollars."
fact_ab_exposure_daily,iap_purchases_today,high,Number of in-app purchase transactions completed by the user on the observation date.
fact_ab_exposure_daily,is_payer_today,high,Indicates whether the user made at least one qualifying payment on the observation date.
fact_ab_exposure_daily,is_first_purchase_today,high,Indicates whether the user completed their first recorded purchase on the observation date.
fact_ab_exposure_daily,lifetime_iap_revenue_usd_eod,high,"Cumulative in-app purchase revenue through the end of the observation date, in US dollars."
fact_ab_exposure_daily,ad_impressions_today,high,Number of advertising impressions served to the user on the observation date.
fact_ab_exposure_daily,ad_revenue_usd_today,high,"Advertising revenue attributed to the user on the observation date, in US dollars."
fact_ab_exposure_daily,total_revenue_usd_today,high,"Combined IAP and advertising revenue attributed to the user on the observation date, in US dollars."
fact_ab_exposure_daily,updated_date,high,Timestamp when the daily exposure record was last updated in the warehouse.
fact_ab_srm_daily,event_date,high,Calendar date on which sample-ratio monitoring metrics were calculated.
fact_ab_srm_daily,experiment_id,high,Identifier of the experiment being evaluated for sample-ratio imbalance.
fact_ab_srm_daily,variant_id,high,Identifier of the experiment variant included in the SRM calculation.
fact_ab_srm_daily,srm_key,medium,Unique or composite key identifying the sample-ratio monitoring record.
fact_ab_srm_daily,is_control,high,Indicates whether the variant is the experiment control group.
fact_ab_srm_daily,variant_label,high,Human-readable name or label for the experiment variant.
fact_ab_srm_daily,variant_role,high,"Functional role of the variant in the experiment, such as control or treatment."
fact_ab_srm_daily,expected_share_pct,high,Configured percentage of assignments expected for the variant.
fact_ab_srm_daily,experiment_status,high,Lifecycle status of the experiment on the monitoring date.
fact_ab_srm_daily,experiment_outcome,medium,Recorded decision or result associated with the experiment.
fact_ab_srm_daily,is_shipped_variant,high,Indicates whether the variant was included in the released production experience.
fact_ab_srm_daily,experiment_day_index,high,Sequential day number within the experiment timeline.
fact_ab_srm_daily,variant_count_in_experiment,high,Number of variants configured within the experiment.
fact_ab_srm_daily,cumulative_users,high,Cumulative number of users assigned to the variant through the monitoring date.
fact_ab_srm_daily,experiment_total_users_eod,high,Total cumulative users assigned across all experiment variants at end of day.
fact_ab_srm_daily,actual_share_pct,high,Observed percentage of total experiment users assigned to the variant.
fact_ab_srm_daily,expected_users,high,Statistically expected number of users assigned to the variant based on its configured allocation share.
fact_ab_srm_daily,share_delta_pct,high,Difference between the observed and expected assignment shares for the variant.
fact_ab_srm_daily,new_assignments_today,high,Number of users newly assigned to the variant on the monitoring date.
fact_ab_srm_daily,chi_square_stat,high,Chi-square test statistic measuring deviation between observed and expected assignment counts.
fact_ab_srm_daily,chi_square_df,high,Degrees of freedom used in the chi-square sample-ratio mismatch test.
fact_ab_srm_daily,chi_square_p_value,high,P-value from the chi-square test evaluating whether assignment deviations are statistically significant.
fact_ab_srm_daily,is_srm_violation,high,Indicates whether the observed assignment distribution violates the configured sample ratio at the defined statistical threshold.
fact_ab_srm_daily,updated_date,high,Timestamp when the SRM monitoring record was last updated in the warehouse.
fact_ad_events,event_id,high,Unique identifier for the advertising event record.
fact_ad_events,org_id,high,Identifier of the organization or tenant associated with the advertising event.
fact_ad_events,game_id,high,Identifier of the game in which the advertising event occurred.
fact_ad_events,user_id,high,Identifier of the player associated with the advertising event.
fact_ad_events,event_date,high,Calendar date on which the advertising event occurred.
fact_ad_events,ad_event_type,high,"Type of advertising lifecycle event, such as impression, click, completion, or revenue event."
fact_ad_events,ad_network,high,Advertising mediation network or demand partner associated with the event.
fact_ad_events,placement,high,In-game location or placement where the advertisement was presented.
fact_ad_events,ad_type,high,"Format of the advertisement, such as rewarded video, interstitial, or banner."
fact_ad_events,revenue_usd,high,"Advertising revenue attributed to the event, expressed in US dollars."
fact_ad_events,country,high,Country associated with the player or advertising event.
fact_ad_events,platform,high,Operating platform on which the advertising event occurred.
fact_app_health,event_id,high,Unique identifier for the application health event.
fact_app_health,org_id,high,Identifier of the organization or tenant associated with the health event.
fact_app_health,game_id,high,Identifier of the game generating the application health event.
fact_app_health,game_client_id,high,Identifier of the game client or application instance generating the health event.
fact_app_health,user_id,high,"Identifier of the player associated with the application health event, when available."
fact_app_health,session_id,high,Identifier of the gameplay session during which the health event occurred.
fact_app_health,event_date,high,Calendar date on which the application health event occurred.
fact_app_health,health_event_type,high,"Category of application health signal, such as crash, error, performance issue, or latency event."
fact_app_health,severity,high,Impact level assigned to the application health event.
fact_app_health,error_type,high,Classification of the application error associated with the event.
fact_app_health,error_code,high,Source-system or application-specific code identifying the reported error.
fact_app_health,surface,high,"Application surface, feature, or interface area where the health issue occurred."
fact_app_health,crash_reason,high,Reported cause or diagnostic explanation for an application crash.
fact_app_health,last_screen,high,Most recent application screen recorded before the health event occurred.
fact_app_health,latency_duration_ms,high,"Measured application or service latency associated with the event, in milliseconds."
fact_app_health,fps,high,Frames-per-second measurement captured during the health event.
fact_app_health,os_version,high,Operating system version running on the player's device.
fact_app_health,app_version,high,Application version installed when the health event occurred.
fact_app_health,device_type,high,Category or model class of the player's device.
fact_app_health,platform,high,Operating platform on which the health event was observed.
fact_competition,entry_id,high,Unique identifier for the player's competition entry.
fact_competition,org_id,high,Identifier of the organization or tenant associated with the competition entry.
fact_competition,game_id,high,Identifier of the game hosting the competition.
fact_competition,game_client_id,high,Identifier of the game client or application instance used for the competition.
fact_competition,user_id,high,Identifier of the player participating in the competition.
fact_competition,competition_type,high,Category of competition or competitive activity entered by the player.
fact_competition,competition_id,high,Identifier of the competition definition or instance.
fact_competition,tournament_id,high,Identifier of the tournament containing the player's competition entry.
fact_competition,live_event_id,high,Identifier of the live operations event associated with the competition.
fact_competition,entry_date,high,Calendar date on which the player entered the competition.
fact_competition,best_score,high,Highest score achieved by the player during the competition entry.
fact_competition,progress,high,Player's accumulated progress toward the competition objective.
fact_competition,target,high,Required or configured objective value for the competition.
fact_competition,progress_pct,high,Player's progress toward the competition target expressed as a percentage.
fact_competition,best_gameplay_id,high,Identifier of the gameplay attempt that produced the player's best score.
fact_competition,best_rank,high,Highest ranking achieved by the player during the competition.
fact_competition,final_rank,high,Player's final position in the competition leaderboard.
fact_competition,final_score,high,Player's score recorded at the end of the competition.
fact_competition,entry_fee_coins,high,Quantity of virtual coins required to enter the competition.
fact_competition,entry_tier,high,Competition entry level or pricing tier selected by the player.
fact_competition,competition_status,high,"Current lifecycle state of the competition entry, such as active, completed, or forfeited."
fact_competition,reward_claimed,high,Indicates whether the player claimed the reward associated with the competition entry.
fact_competition,reward_ref,high,Reference identifier for the reward granted or made available from the competition.
fact_competition,entry_source,high,Channel or in-game mechanism through which the player entered the competition.
fact_competition,joined_at,high,Recorded date and time when the player joined the competition.
fact_competition,completed_at,high,Recorded date and time when the player's competition participation was completed.
fact_competition,reward_claimed_at,high,Recorded date and time when the player claimed the competition reward.
fact_currency_transactions,transaction_id,high,Unique identifier for the virtual currency transaction or balance movement.
fact_currency_transactions,org_id,high,Identifier of the organization or tenant that owns the recorded currency activity.
fact_currency_transactions,game_id,high,Identifier of the game in which the currency transaction occurred.
fact_currency_transactions,game_client_id,medium,"Identifier for the specific game client, deployment, or client configuration associated with the transaction."
fact_currency_transactions,user_id,high,Unique identifier for the player associated with the currency transaction.
fact_currency_transactions,event_date,high,"Calendar date on which the currency transaction was recorded, supporting daily aggregation and trend analysis."
fact_currency_transactions,gameplay_id,medium,Identifier linking the currency movement to the gameplay activity or round that generated it.
fact_currency_transactions,currency_type,high,Type of virtual or in-game currency involved in the transaction.
fact_currency_transactions,flow_type,high,"Direction of the currency movement, such as currency earned, granted, spent, or removed."
fact_currency_transactions,flow_category,high,Business classification identifying the source or sink category responsible for the currency movement.
fact_currency_transactions,amount,high,"Integer quantity of currency added, removed, or transferred in the transaction."
fact_currency_transactions,balance_before,high,Player currency balance immediately before the transaction was applied.
fact_currency_transactions,balance_after,high,Player currency balance immediately after the transaction was applied.
fact_currency_transactions,country,high,Country associated with the player or device at the time of the currency activity.
fact_currency_transactions,platform,high,Device or operating-system platform on which the currency activity occurred.
fact_ftue_steps,event_id,high,Unique identifier for the FTUE step event record.
fact_ftue_steps,org_id,high,Identifier of the organization or tenant that owns the FTUE event data.
fact_ftue_steps,game_id,high,Identifier of the game in which the onboarding step occurred.
fact_ftue_steps,user_id,high,Unique identifier for the player progressing through the first-time user experience.
fact_ftue_steps,event_date,high,Calendar date on which the FTUE event was recorded.
fact_ftue_steps,ftue_event_type,high,"Classification of the onboarding event, such as step start, completion, skip, or exit."
fact_ftue_steps,ftue_id,high,Identifier for the first-time user experience flow or instance.
fact_ftue_steps,step_id,high,Identifier for the specific onboarding step represented by the event.
fact_ftue_steps,step_index,high,Ordinal position of the onboarding step within the FTUE sequence.
fact_ftue_steps,completion_time_sec,high,Elapsed time in seconds required to complete the associated onboarding step.
fact_ftue_steps,skip_reason,medium,Recorded reason why the player skipped or bypassed the onboarding step.
fact_ftue_steps,total_steps,high,Total number of steps configured in the applicable FTUE flow.
fact_ftue_steps,entry_point,medium,Game entry context or acquisition path through which the player entered the FTUE flow.
fact_ftue_steps,country,high,Country associated with the player or device during the onboarding event.
fact_ftue_steps,platform,high,Device or operating-system platform on which the onboarding event occurred.
fact_gameplay,org_id,high,Identifier of the organization or tenant that owns the gameplay record.
fact_gameplay,game_id,high,Identifier of the game associated with the gameplay activity.
fact_gameplay,user_id,high,Unique identifier for the player participating in the gameplay activity.
fact_gameplay,session_id,high,Identifier linking the gameplay activity to the player session in which it occurred.
fact_gameplay,event_date,high,Calendar date on which the gameplay activity was recorded.
fact_gameplay,gameplay_id,high,"Unique identifier for the gameplay attempt, round, or completed activity."
fact_gameplay,game_mode,high,Mode or format of gameplay in which the activity took place.
fact_gameplay,attempt_number,high,"Sequential attempt number for the relevant level, challenge, or gameplay activity."
fact_gameplay,entry_source,medium,"Feature, navigation path, or trigger that initiated the gameplay activity."
fact_gameplay,start_level,high,Player or game level at which the gameplay activity began.
fact_gameplay,outcome,high,"Result of the gameplay activity, such as win, loss, completion, or abandonment."
fact_gameplay,end_reason,high,"Reason the gameplay activity ended, including completion, failure, timeout, or exit."
fact_gameplay,duration_sec,high,Gameplay activity duration measured in seconds.
fact_gameplay,score,high,Integer score achieved during the gameplay activity.
fact_gameplay,moves_used,high,Number of moves consumed during the gameplay activity.
fact_gameplay,level_reached,high,Highest level or progression point reached during the gameplay activity.
fact_gameplay,stars,high,Integer star rating or achievement count earned for the gameplay activity.
fact_gameplay,country,high,Country associated with the player or device during gameplay.
fact_gameplay,platform,high,Device or operating-system platform on which gameplay occurred.
fact_gameplay,app_version,high,Application version installed when the gameplay activity occurred.
fact_metrics_daily,event_date,high,Calendar date for which the daily metric was calculated.
fact_metrics_daily,org_id,high,Identifier of the organization or tenant owning the metric.
fact_metrics_daily,game_id,high,Identifier of the game for which the metric was calculated.
fact_metrics_daily,game_client_id,medium,"Identifier for the game client, deployment, or client configuration included in the metric scope."
fact_metrics_daily,metric_id,high,Identifier for the standardized metric definition being reported.
fact_metrics_daily,country,high,Country dimension used to segment the daily metric.
fact_metrics_daily,platform,high,Platform dimension used to segment the daily metric.
fact_metrics_daily,segment_id,high,Identifier for the player segment or cohort to which the metric applies.
fact_metrics_daily,value,high,Calculated daily metric value for the specified dimensions and metric definition.
fact_metrics_daily,numerator,high,"Numerator used to calculate the reported metric, when the metric is ratio-based."
fact_metrics_daily,denominator,high,"Denominator used to calculate the reported metric, when the metric is ratio-based."
fact_metrics_daily,hll_sketch,high,Serialized HyperLogLog sketch used to estimate distinct-user or distinct-entity counts efficiently.
fact_metrics_daily,sample_size,high,Number of observations or entities included in the metric calculation.
fact_metrics_daily,source_table,high,Name of the warehouse table from which the metric was derived.
fact_metrics_daily,created_at,high,Timestamp indicating when the daily metric record was created.
fact_metrics_daily,updated_at,high,Timestamp indicating when the daily metric record was most recently updated.
fact_progression,event_id,high,Unique identifier for the player progression event.
fact_progression,org_id,high,Identifier of the organization or tenant owning the progression event.
fact_progression,game_id,high,Identifier of the game in which the progression event occurred.
fact_progression,user_id,high,Unique identifier for the player whose progression changed.
fact_progression,event_date,high,Calendar date on which the progression event was recorded.
fact_progression,progression_event_type,high,"Classification of the progression event, such as level-up, experience gain, unlock, or milestone."
fact_progression,player_level,high,Player level associated with the progression event.
fact_progression,xp,high,"Integer experience points awarded, accumulated, or recorded by the event."
fact_progression,update_reason,medium,Business or gameplay reason that caused the progression state to be updated.
fact_progression,feature_name,medium,Game feature associated with the progression change or player unlock.
fact_progression,unlock_trigger,high,Condition or event that triggered access to the associated feature or content.
fact_progression,country,high,Country associated with the player or device during the progression event.
fact_progression,platform,high,Device or operating-system platform on which the progression event occurred.
fact_purchases,org_id,high,Identifier of the organization or tenant owning the purchase record.
fact_purchases,game_id,high,Identifier of the game associated with the purchase.
fact_purchases,user_id,high,Unique identifier for the player who initiated the purchase.
fact_purchases,event_date,high,Calendar date on which the purchase event was recorded.
fact_purchases,order_id,high,Unique identifier for the purchase order or store transaction.
fact_purchases,offer_id,high,Identifier for the promotional or commercial offer presented or purchased.
fact_purchases,sku_id,high,Store or catalog identifier for the purchased product.
fact_purchases,sku_family,high,Higher-level product grouping used to analyze related purchasable items.
fact_purchases,category,high,"Business category of the purchased item, such as currency, bundle, subscription, or consumable."
fact_purchases,store,high,App store or payment marketplace through which the purchase was processed.
fact_purchases,price_usd,high,Listed or charged product price converted to U.S. dollars before final transaction adjustments.
fact_purchases,status,high,"Lifecycle or processing status of the purchase transaction, such as pending, completed, refunded, or failed."
fact_purchases,is_successful_purchase,high,Boolean flag indicating whether the purchase completed successfully.
fact_purchases,revenue_usd,high,Recognized purchase revenue expressed in U.S. dollars after applying the applicable transaction status or adjustments.
fact_purchases,country,high,Country associated with the player or purchase context.
fact_purchases,platform,high,Device or operating-system platform from which the purchase was made.
fact_purchases,app_version,high,Application version installed when the purchase occurred.
fact_retention_daily,cohort_date,high,Install or acquisition date defining the player cohort used for retention analysis.
fact_retention_daily,days_since_install,high,Number of elapsed days since the cohort's install date for the retention observation.
fact_retention_daily,cohort_size,high,Number of players included in the install cohort at its baseline.
fact_retention_daily,retained_users,high,Number of cohort players active on the specified day since install.
fact_retention_daily,retention_pct,high,Percentage of the original cohort that remained active on the specified day since install.
fact_retention_daily,org_id,high,Identifier of the organization or tenant owning the retention metric.
fact_retention_daily,game_id,high,Identifier of the game for which retention is measured.
fact_retention_daily,game_client_id,medium,"Identifier for the game client, deployment, or client configuration defining the retention population."
fact_retention_daily,created_at,high,Timestamp indicating when the retention aggregate was created.
fact_retention_daily,updated_at,high,Timestamp indicating when the retention aggregate was most recently updated.
fact_sessions,session_id,high,Unique identifier for the player's gameplay session.
fact_sessions,org_id,high,Identifier of the organization or tenant owning the session record.
fact_sessions,game_id,high,Identifier of the game in which the session occurred.
fact_sessions,user_id,high,Unique identifier for the player associated with the session.
fact_sessions,event_date,high,Calendar date assigned to the session for daily reporting.
fact_sessions,country,high,Country associated with the player or device during the session.
fact_sessions,platform,high,Device or operating-system platform used during the session.
fact_sessions,app_version,high,Application version installed during the session.
fact_sessions,session_number,high,Sequential session count for the player within the relevant game lifecycle.
fact_sessions,is_first_session,high,Boolean flag indicating whether this was the player's first recorded session.
fact_sessions,session_start_ts,high,Timestamp marking when the player session began.
fact_sessions,session_end_ts,high,Timestamp marking when the player session ended.
fact_sessions,event_count,high,Number of telemetry or gameplay events attributed to the session.
fact_sessions,session_duration_sec,high,Elapsed session duration measured in seconds.
fact_tasks,task_instance_id,high,Unique identifier for the player-specific assignment of a task.
fact_tasks,org_id,high,Identifier of the organization or tenant owning the task record.
fact_tasks,game_id,high,Identifier of the game containing the task.
fact_tasks,game_client_id,medium,"Identifier for the game client, deployment, or client configuration associated with the task."
fact_tasks,user_id,high,Unique identifier for the player assigned the task.
fact_tasks,task_id,high,Identifier for the configured task definition or challenge.
fact_tasks,task_type,high,Classification of the task objective or gameplay challenge.
